LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Ms.,Web Site,New,,,Aquila Wyatt,LL3F 9DV,4139 Gravida Ave,75
Ms.,Email,Converted,,,Jermaine Wiley,V99 0ZK,Ap #222-5308 Lorem Rd.,333
Mrs.,Partner,New,,,Hanae Ewing,R15 0IG,515-9281 Aenean St.,439
Ms.,Trade Show,Assigned,,,Rhea Adkins,HO2 4XJ,445-2560 Consequat St.,139
Ms.,Web Site,In Process,,,Summer Jones,MM4 6OU,Ap #356-3711 Nulla. Rd.,253
Ms.,Conference,Converted,,,Zelenia Newman,CF06 3XP,"P.O. Box 442, 737 Aenean Av.",145
Mrs.,Trade Show,New,,,Macon Holcomb,FV2 4YP,Ap #939-1995 Sapien Avenue,61
Ms.,Word of mouth,In Process,,,Emmanuel Horn,Z8I 2VL,"P.O. Box 716, 2358 Sit Street",344
Mr.,Self Generated,Converted,,,Melodie Benton,D3C 4FA,"Ap #953-5158 Non, St.",376
Mrs.,Web Site,Assigned,,,Steven Haley,F6 8AM,"P.O. Box 154, 1340 Aliquam St.",31
Ms.,Campaign,Assigned,,,Eaton Wyatt,P6 0GH,Ap #792-9849 Posuere Road,393
Mrs.,Employee,Converted,,,Elmo Albert,P3Z 4NQ,Ap #921-4496 Diam Rd.,162
Ms.,Partner,Assigned,,,Kelly Walls,J8T 6FS,Ap #346-3650 Risus Road,497
Ms.,Direct Mail,Assigned,,,Tate Acosta,A6 7WF,Ap #921-4532 Integer Av.,164
Mrs.,Partner,In Process,,,Shafira Logan,NC7 8KB,Ap #331-2779 Molestie St.,43
Ms.,Word of mouth,In Process,,,David Cantu,HB5Q 3UL,867-4954 Sed Avenue,393
Mr.,Email,Converted,,,Price Vaughn,W56 4BA,418 Nascetur Road,386
Mrs.,Employee,In Process,,,Fredericka Larsen,DW4 6VX,9045 Auctor Ave,15
Mrs.,Conference,New,,,Harper Mccoy,W7 5ZS,"P.O. Box 298, 1817 Tincidunt Road",452
Ms.,Existing Customer,Dead,,,Kellie Chen,W6 1AQ,5481 Integer St.,420
Mr.,Web Site,Converted,,,Martena Hobbs,YK81 6IQ,"7834 Pharetra, Ave",333
Mr.,Campaign,Assigned,,,Imani Salazar,JJ41 8OR,"909-4401 Ornare, Road",175
Mr.,Other,New,,,Cameron Jacobs,M78 3EU,"P.O. Box 996, 4556 Egestas Street",462
Mrs.,Existing Customer,Recycled,,,Cheryl Burke,V7 1BQ,"P.O. Box 776, 2702 Ligula. Rd.",113
Ms.,Trade Show,Converted,,,Drake Meadows,OI7 1EA,6110 Vestibulum. St.,144
Mrs.,Cold Call,Dead,,,Karly Cantu,TL4 9QN,758-484 Pharetra St.,497
Mrs.,Partner,Dead,,,Gwendolyn Murphy,E9K 3GQ,233-487 Sem Street,386
Ms.,Campaign,New,,,Bevis Carney,N22 5ZD,"6314 Tellus, Rd.",206
Mrs.,Cold Call,Converted,,,Pandora Hernandez,PJ6D 9BI,7094 Justo. Ave,419
Ms.,Campaign,Converted,,,Georgia Yang,Y8R 4DB,Ap #903-9824 Aliquam St.,467
Ms.,Employee,In Process,,,Colorado Rollins,ND4L 0UV,3229 Ac Rd.,350
Mr.,Existing Customer,Assigned,,,Kessie Patel,P7X 5SE,"588-5674 Id, Street",171
Mrs.,Cold Call,Converted,,,Kevyn Berry,V8 4TV,692-8645 Molestie Avenue,283
Mr.,Trade Show,Converted,,,Kerry Holden,G9O 7EV,Ap #586-3704 Lectus Ave,499
Mrs.,Other,Converted,,,Stewart Whitfield,O95 5VD,Ap #925-8868 Sem. Avenue,142
Mrs.,Self Generated,Recycled,,,Ariana Donovan,UN5 6TN,"P.O. Box 327, 1821 Pellentesque St.",404
Mr.,Existing Customer,Converted,,,Sandra Riggs,A73 2BJ,"P.O. Box 306, 1015 Sed St.",464
Ms.,Cold Call,In Process,,,Nora Vance,GW6 8EY,6822 Quisque Street,328
Ms.,Email,Converted,,,Oleg Castillo,OW8E 1RQ,Ap #847-7035 Ut Rd.,19
Mrs.,Trade Show,In Process,,,Abbot Hale,K1 4DJ,"P.O. Box 276, 2811 Placerat, St.",108
Mrs.,Employee,Recycled,,,Anastasia Webster,XH72 8NF,"P.O. Box 810, 8058 Nunc Rd.",324
Mr.,Existing Customer,Assigned,,,Kameko Harmon,V42 5VW,"P.O. Box 482, 7637 Auctor, Rd.",476
Mrs.,Existing Customer,Assigned,,,Channing Nicholson,R4C 9SA,"P.O. Box 180, 2301 Quam Street",281
Mr.,Trade Show,Assigned,,,Brenda Harris,F32 2QU,1329 Elit. Rd.,254
Mr.,Public Relations,Dead,,,Kaseem Higgins,W1 5XY,2975 Senectus Rd.,134
Mr.,Existing Customer,Assigned,,,Cora Byrd,BD4 3MP,"P.O. Box 721, 5093 Metus. Avenue",92
Ms.,Word of mouth,Dead,,,Astra Witt,V6 9HO,603-8321 Pede St.,439
Ms.,Campaign,Converted,,,Seth Morrow,IC1 5NK,"P.O. Box 751, 4935 Mauris Av.",433
Mrs.,Web Site,Assigned,,,Devin Hoffman,OF8B 2AW,"P.O. Box 330, 479 Mi Rd.",284
Mr.,Trade Show,Converted,,,Ralph Hull,VJ6 2VX,4565 Commodo Ave,235
Ms.,Other,Dead,,,Aretha Hester,U8 8SV,7395 Leo. Street,92
Ms.,Conference,Recycled,,,Allegra Macdonald,R9T 5VH,3430 Semper Street,106
Mrs.,Direct Mail,Recycled,,,Scott Morrow,Y8 0ZI,"8012 Adipiscing, St.",367
Ms.,Campaign,Converted,,,Libby Johnson,W5 1LF,Ap #371-700 Augue St.,259
Mr.,Existing Customer,Recycled,,,Christine Cotton,CQ5 8DP,1509 Massa. Road,162
Mrs.,Web Site,In Process,,,Blaze Dunn,HB14 7WK,"P.O. Box 789, 8877 Arcu. Road",85
Mr.,Conference,Converted,,,Dominic Mays,Q94 7KC,413 Fames Rd.,446
Mrs.,Trade Show,In Process,,,Alec Evans,I9 4YQ,"Ap #730-5667 Dolor, Av.",50
Ms.,Self Generated,Recycled,,,Brock Ray,Z8 8YQ,"P.O. Box 948, 5240 Felis, Rd.",37
Ms.,Cold Call,Assigned,,,Cheryl Giles,MG2 3UB,Ap #637-3243 Lectus Avenue,286
Ms.,Cold Call,Converted,,,Len Gibbs,FY4 0IM,Ap #421-1525 Felis Av.,373
Mr.,Conference,Dead,,,Zahir Meadows,OK72 0JO,4337 Luctus. Street,463
Ms.,Campaign,Dead,,,Orla Leach,A6T 6JD,"613-5759 Mauris, Rd.",278
Mr.,Email,In Process,,,Keegan Soto,AE7 7QN,2239 Nunc Street,120
Mr.,Conference,Assigned,,,Vivien Chan,RS9J 5OD,"P.O. Box 691, 1746 Natoque Ave",511
Mr.,Email,Dead,,,Kirestin Ortega,G5G 3HW,Ap #321-8239 Curabitur Ave,228
Mr.,Employee,Converted,,,Roth Molina,D8R 3DP,478-4489 Risus. Rd.,143
Mrs.,Self Generated,Dead,,,Emerson Alston,N1J 2UH,916-1491 Magna. Road,142
Ms.,Email,New,,,Mia Ferguson,QN67 5ZE,2583 Luctus Ave,73
Mr.,Word of mouth,Recycled,,,Phyllis Mcclure,Y3S 9AW,"P.O. Box 884, 1729 Eu, St.",93
Ms.,Existing Customer,Dead,,,Cadman Baxter,O68 8MG,"P.O. Box 528, 6031 Egestas Road",113
Mrs.,Cold Call,Dead,,,Jillian Odonnell,JX0X 1FG,5381 Posuere St.,87
Mr.,Other,Recycled,,,Perry Boyd,V37 1YH,"426-9631 Est, St.",185
Mrs.,Email,Converted,,,Palmer Mclaughlin,T3 2YQ,"P.O. Box 474, 704 Diam. Rd.",448
Ms.,Self Generated,Assigned,,,Charissa Hinton,AS1K 2NI,"P.O. Box 962, 6585 Vitae St.",248
Mr.,Email,Converted,,,September Ortega,I00 6SS,"P.O. Box 259, 1151 Sagittis. St.",328
Mr.,Direct Mail,Converted,,,Trevor Knowles,O0 6XE,Ap #490-8510 Justo. Rd.,318
Mrs.,Email,Converted,,,Amber Herrera,V1 9RW,9583 Maecenas Street,169
Mrs.,Word of mouth,In Process,,,Chester Ross,A55 8RG,783-6818 Sed St.,515
Ms.,Direct Mail,Dead,,,Hayden Hahn,X94 4MP,Ap #105-8295 Vivamus Rd.,249
Mr.,Web Site,Assigned,,,Ahmed Montoya,IS4N 5XH,"P.O. Box 399, 6488 Imperdiet Street",342
Mrs.,Partner,In Process,,,Emily Lopez,EE7 4AX,Ap #246-6106 Massa. Avenue,407
Mrs.,Word of mouth,New,,,Alfonso Mclaughlin,ZS6 7VR,9623 Aliquet Ave,207
Ms.,Public Relations,Assigned,,,Fallon Melendez,QD1 5RN,5106 Risus. St.,84
Mrs.,Other,In Process,,,Mannix Mckinney,W7C 9GK,"P.O. Box 909, 1880 Dui Rd.",97
Ms.,Other,In Process,,,Ann Collins,O1 7JF,356-9255 Adipiscing Ave,175
Ms.,Partner,In Process,,,Leroy Key,W9 8HM,"2200 A, Rd.",38
Mrs.,Word of mouth,New,,,Henry Flores,TG1H 1XS,144-4322 Nisl Av.,94
Mr.,Conference,Dead,,,Kaden Patton,BY3F 3QL,653-554 Phasellus Avenue,86
Ms.,Email,Assigned,,,Hadley Coffey,L5K 4IY,"P.O. Box 804, 5040 Nec, Street",199
Mrs.,Conference,In Process,,,Owen Cline,XR8 4CO,"P.O. Box 992, 6750 Mauris Street",221
Ms.,Campaign,In Process,,,Omar Vega,JP5C 0UU,"P.O. Box 834, 703 Orci Road",456
Mr.,Employee,Converted,,,Abdul Stewart,V2 3YQ,Ap #465-8074 Quis Road,448
Ms.,Other,In Process,,,Tiger Marquez,VT6Q 8VI,708-4800 Sagittis. St.,302
Mrs.,Existing Customer,Assigned,,,Isabella Franks,G3D 0UY,1787 Dui Av.,62
Mr.,Trade Show,Assigned,,,Rashad Neal,F6Y 4TL,888-7782 Magna. Street,417
Mrs.,Campaign,Assigned,,,Pandora Mccormick,FP4 7UL,"Ap #436-2161 Ac, St.",500
Mrs.,Employee,In Process,,,Ulysses Mann,RK45 0GU,Ap #872-6311 Sed St.,461
Mrs.,Self Generated,Recycled,,,Solomon Wyatt,CF3V 3OD,"P.O. Box 103, 365 Dapibus Ave",136
Mr.,Public Relations,In Process,,,Hedy Pierce,C37 0IL,Ap #125-5221 Torquent Road,528
Mrs.,Campaign,Dead,,,Emery Conway,D87 0PQ,361 Dictum St.,127
Mr.,Conference,In Process,,,Lance Guerrero,XF4 7TV,"P.O. Box 568, 9907 Aliquet St.",89
Ms.,Other,Dead,,,Jack Guzman,P7T 1UQ,"4714 Vulputate, Av.",443
Mrs.,Web Site,Dead,,,Talon Curtis,LG39 7SM,"P.O. Box 822, 5857 Dolor. Av.",119
Mr.,Email,Recycled,,,Octavius Cox,I9Z 7CT,9971 Fusce Street,171
Ms.,Conference,Converted,,,Haviva Mendoza,S45 7RE,3681 Sit Ave,367
Mr.,Partner,In Process,,,Luke Roth,Y4F 9OE,"935-5144 Non, Road",6
Ms.,Public Relations,Converted,,,Zelda Stevenson,II2Y 0LO,"P.O. Box 553, 2649 Rutrum St.",530
Mr.,Conference,New,,,Lyle Buck,Q5I 0BE,2183 Sed St.,269
Mr.,Web Site,Assigned,,,Ocean Lara,F94 5GD,1242 Augue Street,354
Ms.,Direct Mail,In Process,,,Dana Holmes,G38 9LW,594-9505 Nisi Rd.,494
Mrs.,Campaign,Converted,,,Dylan Wilkins,CQ82 7OU,888-2138 Sociis Ave,306
Ms.,Word of mouth,In Process,,,Aspen Dalton,FE17 1QJ,Ap #144-6125 Sem Rd.,149
Mr.,Self Generated,Dead,,,Kuame Palmer,YQ6 4BB,4606 Blandit Av.,388
Mr.,Web Site,Recycled,,,Wynne Navarro,T1A 1TI,Ap #659-2416 In Rd.,525
Mr.,Web Site,Assigned,,,Emma Douglas,FS25 2VS,"123-1230 Vitae, St.",510
Mrs.,Cold Call,Assigned,,,Samuel Wiggins,EK1 6UC,Ap #753-6589 Elit Rd.,361
Mr.,Partner,Converted,,,Clare Moody,GV63 7TS,3789 Tempus Ave,509
Ms.,Other,New,,,Hope Bennett,YV78 8LM,"P.O. Box 555, 8023 Nascetur St.",234
Ms.,Conference,Dead,,,Jenette Sanford,E1F 5ZD,9879 Scelerisque St.,460
Ms.,Word of mouth,Converted,,,Jana Humphrey,UJ6G 4YK,Ap #318-4609 In Avenue,80
Mr.,Word of mouth,Dead,,,Nyssa Cox,Y7 3PN,934-9941 Donec Rd.,371
Mr.,Word of mouth,Dead,,,Jamal Watts,JB39 7QH,"P.O. Box 246, 5021 Hymenaeos. Street",77
Mr.,Other,In Process,,,Cain Carter,AH1 6KU,Ap #878-2181 Viverra. Ave,106
Ms.,Direct Mail,In Process,,,Erich Rowland,R0B 6XU,596-2972 Primis St.,356
Ms.,Conference,Converted,,,Yolanda Hart,UZ5 6IL,"P.O. Box 799, 645 Neque Ave",194
Mr.,Employee,Assigned,,,Knox George,J4M 6ZP,"P.O. Box 410, 9814 Nibh Av.",385
Mr.,Partner,Recycled,,,Tashya Booth,JZ3 4DH,"P.O. Box 429, 2606 Etiam St.",420
Ms.,Conference,New,,,Cameron Nieves,TU3 9TY,768-175 Magnis Av.,394
Mr.,Web Site,Dead,,,Cyrus Harrison,RZ1E 5LF,Ap #774-5577 Ut Ave,320
Mrs.,Word of mouth,New,,,Justine Nolan,LH80 0RD,6597 Vitae Avenue,360
Ms.,Self Generated,Dead,,,Ezekiel Farley,N18 0ZV,364-5931 Tincidunt Ave,459
Mr.,Direct Mail,Assigned,,,Kieran Kent,ZH78 9KP,Ap #140-4993 Arcu. St.,236
Mr.,Direct Mail,In Process,,,Petra Barnett,D5 5JR,"8395 Lorem, Road",419
Ms.,Self Generated,Dead,,,Camilla Fernandez,N55 2XX,Ap #691-2600 Euismod St.,244
Mrs.,Self Generated,Dead,,,Sopoline Nicholson,G8 7OH,2427 Nunc Rd.,201
Mr.,Existing Customer,Assigned,,,Alyssa Nelson,NT4 6OD,"P.O. Box 127, 5093 Tempor Road",418
Mrs.,Word of mouth,Converted,,,Harrison Glenn,Z9 8HX,988-1049 Mi. Street,526
Mrs.,Other,Assigned,,,Shafira Hamilton,T37 6ID,Ap #621-2677 Maecenas Rd.,339
Mrs.,Partner,New,,,Daniel Flowers,R0C 2BZ,"P.O. Box 250, 3574 Adipiscing Av.",289
Mrs.,Campaign,Recycled,,,Lacy Nelson,K72 7VD,729-8113 Eu Rd.,312
Ms.,Public Relations,Assigned,,,Jackson Clay,PB0 6CI,721-8173 Tincidunt St.,21
Mrs.,Word of mouth,Recycled,,,Fleur Campos,BD0Y 1VW,"P.O. Box 862, 621 Quam. St.",116
Mrs.,Email,New,,,Thane Goodwin,N50 5KZ,"P.O. Box 793, 5141 Auctor Road",409
Mrs.,Word of mouth,Dead,,,Gareth Vasquez,PF6 3DC,939-1558 Duis Av.,413
Ms.,Employee,Assigned,,,Forrest Finley,CB7 9SJ,295-1361 Ultrices Av.,78
Mrs.,Trade Show,Recycled,,,Sara Hendrix,C8 3DO,"P.O. Box 237, 4715 Amet Av.",404
Mr.,Campaign,Converted,,,Adena Irwin,JG0 9AW,521-8030 Mus. Av.,349
Ms.,Employee,Assigned,,,Wynne Mercado,J4A 6TY,881 Nibh. Road,333
Mrs.,Web Site,Dead,,,Lilah Dunlap,NB7Y 8AC,"P.O. Box 198, 736 Mollis Avenue",255
Mrs.,Public Relations,Dead,,,Darrel Willis,M2F 6TZ,Ap #645-3445 Elementum Ave,135
Ms.,Cold Call,In Process,,,Elliott Zamora,R73 1CX,3173 Mauris Rd.,140
Mr.,Other,New,,,Wyoming Dawson,DC8 5OC,"Ap #586-383 Elit, St.",23
Mrs.,Conference,Assigned,,,Regina Cantrell,L13 7LI,3040 Aliquet St.,172
Mrs.,Partner,Converted,,,Kennedy Allison,Q1 3CH,"Ap #501-442 Vel, Rd.",196
Mr.,Email,In Process,,,Tasha Blackwell,OB6C 8SN,"6856 Dui, Rd.",7
Ms.,Cold Call,Recycled,,,Evan Daniels,HW1Z 8PR,308-4070 Praesent Road,464
Mrs.,Partner,Dead,,,Amos Holman,T78 1EU,914-291 Egestas. Ave,235
Mrs.,Partner,In Process,,,Keaton Wolfe,W2C 2TV,3691 Nulla Ave,236
Mrs.,Cold Call,Converted,,,Reese Burris,CU89 8FU,371-1841 Interdum Rd.,367
Mr.,Word of mouth,Dead,,,Hyatt Moody,P5I 1IL,549-7883 In Street,443
Mrs.,Trade Show,Assigned,,,Sylvester Franklin,U9A 5VN,6821 Phasellus St.,438
Ms.,Web Site,New,,,Fitzgerald Estes,C55 9AG,2016 Curabitur St.,396
Mr.,Word of mouth,Converted,,,Hiram Becker,WY41 5BV,5245 Massa. Ave,205
Mr.,Word of mouth,New,,,Rosalyn Dunn,VG1B 6IY,"4971 Vulputate, Street",261
Mrs.,Cold Call,New,,,Doris Mayer,JM0V 9SJ,348-7575 Ridiculus St.,286
Mrs.,Trade Show,Dead,,,Jermaine Bowen,O96 4SP,Ap #564-688 Nunc St.,167
Mr.,Cold Call,Converted,,,Cooper Mejia,NL83 1OD,Ap #105-7220 Ut Ave,416
Mr.,Other,Dead,,,Alfonso Gill,CE3N 9KR,"P.O. Box 571, 7454 Gravida Avenue",406
Ms.,Employee,Recycled,,,Clark Hendrix,JP0 3FT,141-9838 Nascetur Avenue,120
Mrs.,Email,In Process,,,Octavius Livingston,P24 8FK,"P.O. Box 834, 1982 Ut Avenue",305
Mrs.,Direct Mail,Assigned,,,Amal Glass,J66 6VH,"P.O. Box 202, 4963 Lobortis Rd.",453
Ms.,Trade Show,Converted,,,Juliet Petty,DP83 9TH,7293 Dolor. St.,58
Mr.,Public Relations,Dead,,,Mufutau Holcomb,Z9Y 1QA,"Ap #958-8473 Erat, Rd.",20
Ms.,Email,In Process,,,Xander Aguilar,V5 2TF,599-8713 Egestas Ave,263
Mrs.,Other,Converted,,,Dolan Steele,PK99 6MG,Ap #192-5528 Donec Ave,451
Ms.,Employee,Assigned,,,Sandra Hicks,SD3 8BX,Ap #722-7390 Fringilla Av.,248
Mrs.,Employee,New,,,Malcolm Schroeder,A9N 5DR,4392 Etiam Rd.,122
Mr.,Word of mouth,Assigned,,,Lars Stark,O8T 7RX,263 Arcu St.,7
Ms.,Other,Assigned,,,Eaton Fischer,ND6 1AX,773-3469 Nec St.,382
Mr.,Public Relations,New,,,Cruz Johnson,N26 6QG,Ap #672-3567 Erat St.,168
Ms.,Partner,Converted,,,Indira Swanson,C1 0ON,859-5510 Nunc St.,58
Ms.,Other,Recycled,,,Amos Becker,O6 6OR,290-5791 Vel Rd.,143
Mrs.,Trade Show,Dead,,,Cheyenne Pittman,V77 4DR,"Ap #715-3015 Est, Av.",31
Mrs.,Word of mouth,In Process,,,Arden Greer,W3B 3TH,2292 Eu Road,229
Mr.,Self Generated,Recycled,,,Colt Talley,N12 4LX,Ap #875-3217 In Ave,213
Mr.,Other,New,,,Grant Stephenson,U5 3UI,4569 Est Rd.,454
Ms.,Direct Mail,Assigned,,,Berk Cain,YV6Z 1AJ,5783 Lacinia. Avenue,184
Mrs.,Web Site,Recycled,,,Aurora Walsh,J3W 6EJ,Ap #467-1682 Elit. Street,528
Ms.,Partner,New,,,Karen Ingram,L50 1EN,"P.O. Box 554, 6968 Ultricies Ave",362
Mr.,Direct Mail,Converted,,,Heidi Hogan,HA6 1AT,"226-7886 Tempor, Rd.",222
Mr.,Word of mouth,New,,,Uta Cooley,X8O 8TU,346-8365 Massa Rd.,211
Ms.,Direct Mail,New,,,Thomas Juarez,S98 5MP,147 Auctor St.,157
Ms.,Conference,Dead,,,Barbara Hendrix,Q05 9FH,183-3978 Urna Avenue,243
Mrs.,Email,Recycled,,,Chloe Flynn,OC85 4WD,"P.O. Box 108, 612 Sed St.",467
Ms.,Direct Mail,New,,,Colton Sparks,MK2 8FH,Ap #669-7445 Proin Av.,31
Mr.,Self Generated,New,,,Regina Roberts,VK75 3GS,"P.O. Box 471, 7786 Pharetra Avenue",91
Mrs.,Web Site,Converted,,,Shana Kirby,F7 2AU,626-4340 Interdum Rd.,431
Mrs.,Existing Customer,Assigned,,,Christine Sloan,UO05 4AL,"763-8136 At, Ave",372
Ms.,Campaign,Assigned,,,Melanie Watson,I9X 8ZP,3750 Lorem St.,190
Mrs.,Existing Customer,Dead,,,Amethyst Hurst,E79 2JZ,Ap #204-2863 Purus. Rd.,475
Mr.,Conference,Assigned,,,Ishmael Cameron,IR3 6VQ,4086 Ullamcorper Av.,478
Mr.,Public Relations,Assigned,,,Blaine Gilmore,Y57 3MA,102-7232 Primis Rd.,44
Mr.,Email,In Process,,,Elton Mack,K6J 6SS,"P.O. Box 133, 4482 Non, Rd.",470
Mrs.,Partner,Dead,,,Geoffrey Craig,CQ5D 6NU,"P.O. Box 904, 9087 Placerat Street",147
Ms.,Word of mouth,Dead,,,Zane Tucker,SL0X 1DD,"P.O. Box 863, 6026 Libero. Ave",228
Mr.,Web Site,Assigned,,,Sybil Lamb,V05 2HD,1204 Aliquet. Road,392
Ms.,Web Site,New,,,Morgan Collier,HC60 6AP,7576 Proin Road,279
Mrs.,Web Site,Recycled,,,Ima Peck,P74 1VP,724-9686 Urna Rd.,262
Mr.,Other,New,,,Mona Briggs,U15 4PV,355-6911 Ac Road,289
Ms.,Email,Dead,,,Quemby Stevens,TT04 7YY,"Ap #651-7177 Vel, Road",200
Mrs.,Campaign,New,,,Ronan Stout,T0 9XW,"P.O. Box 339, 9760 Ornare, Av.",521
Mrs.,Partner,Converted,,,Zorita Vance,RI9 2UY,1476 Aenean Av.,531
Ms.,Trade Show,Dead,,,Stella Howard,B4 8ER,509 Faucibus. Rd.,464
Ms.,Cold Call,Assigned,,,Sara Randolph,VB7 8SY,4313 Dapibus Street,517
Ms.,Word of mouth,Assigned,,,Lois Hartman,F1 8QT,852-2485 Nunc St.,341
Mr.,Existing Customer,Recycled,,,Lamar Buckner,LI9 7AY,"P.O. Box 552, 2899 Velit St.",38
Mr.,Other,Converted,,,Meredith Beach,K60 0SI,1339 Rhoncus Avenue,270
Ms.,Direct Mail,Recycled,,,Britanney Lamb,OV5 1OO,867-1152 Sem St.,25
Mr.,Trade Show,Assigned,,,Aretha Barry,JQ78 0ZB,"P.O. Box 661, 5774 A, St.",230
Ms.,Conference,Dead,,,Patience Nicholson,H04 9UA,"P.O. Box 712, 8328 Phasellus Road",389
Ms.,Existing Customer,In Process,,,Mason Carr,LI93 8WC,7874 Bibendum Av.,310
Mrs.,Direct Mail,In Process,,,Martin Haynes,W5 5CO,"1592 Non, Ave",125
Ms.,Email,Converted,,,Macon Hopkins,QU6R 3XT,974-9887 Mauris Avenue,110
Mr.,Public Relations,Dead,,,Kelly Harrington,CL1J 5KW,835-1552 Quam St.,358
Mr.,Web Site,Converted,,,Holly Hyde,FG06 9SQ,430-4949 Tristique Rd.,203
Mrs.,Trade Show,Converted,,,Aristotle Moses,Z9 1YS,Ap #500-1643 Fermentum Street,527
Mr.,Employee,Assigned,,,Haviva Beard,PB50 9UT,Ap #407-3941 Arcu. Ave,281
Mr.,Trade Show,Converted,,,Danielle Ware,YA23 4XK,Ap #121-5756 Sed St.,188
Ms.,Existing Customer,In Process,,,Odysseus Shannon,OL0A 1GQ,"P.O. Box 915, 7621 Quam. St.",478
Mrs.,Existing Customer,In Process,,,Elmo Kennedy,X72 7BV,"P.O. Box 216, 1274 Non St.",289
Mr.,Existing Customer,In Process,,,Elizabeth Sheppard,U6M 2PS,Ap #877-5972 Eu Rd.,353
Ms.,Partner,Converted,,,Jin Finch,DR0A 7PX,Ap #126-4323 Quisque Ave,500
Ms.,Public Relations,Dead,,,Elaine Lambert,LH7N 3UU,3463 Dapibus Rd.,349
Mrs.,Trade Show,Recycled,,,Hermione Johnston,RQ9 4GS,6657 Leo. Av.,327
Ms.,Public Relations,Converted,,,Ann Nash,X56 8IO,7119 Diam. Rd.,204
Ms.,Public Relations,Assigned,,,Jeanette Watkins,XO16 3XF,387-8171 Maecenas Street,278
Mrs.,Campaign,Recycled,,,Sloane Castaneda,Y9D 8TG,1872 Eu Road,36
Mr.,Other,Assigned,,,Mercedes Solis,OW54 5GT,"P.O. Box 155, 558 Mauris, Rd.",164
Mr.,Cold Call,Recycled,,,Ronan Howard,JB5 1KX,6824 Mi St.,43
Mr.,Partner,In Process,,,Levi Rosario,M0 4HD,"P.O. Box 823, 4387 Nulla Ave",96
Ms.,Word of mouth,Converted,,,Grace Richmond,WB0C 2OR,1127 Eget Ave,353
Mrs.,Trade Show,Assigned,,,Graiden Rocha,Z99 8PG,"P.O. Box 298, 684 Diam Avenue",450
Ms.,Conference,In Process,,,Tobias Phillips,Z94 9GZ,"P.O. Box 560, 5466 Commodo Road",201
Mr.,Direct Mail,New,,,Nolan Hamilton,SI2 3QX,783 Lacus. St.,142
Mrs.,Direct Mail,Dead,,,Norman Weber,BA1 3AK,"P.O. Box 419, 5989 Sit St.",255
Mr.,Self Generated,Dead,,,Vera Hendrix,B93 4SO,2328 Id Avenue,415
Mr.,Employee,Recycled,,,Mechelle Best,SH0Q 1BW,4512 Et Street,262
Ms.,Other,Converted,,,Blair White,HT5 5ER,"755-7202 Elit, Rd.",277
Ms.,Existing Customer,Recycled,,,Chancellor Grant,K56 1UV,"Ap #260-7620 Lacus, Road",127
Ms.,Partner,Assigned,,,Hedley Ayala,J8Y 9WU,Ap #439-1065 Nonummy Street,492
Mr.,Public Relations,Assigned,,,Alfreda Thornton,N0S 3PR,708-7335 Ornare Street,61
Mrs.,Direct Mail,Converted,,,George Jennings,Z5 7JM,"P.O. Box 712, 5805 Dignissim Rd.",145
Mrs.,Cold Call,Converted,,,Brock Burch,I73 8FL,1139 Donec Rd.,91
Mrs.,Conference,Converted,,,Kenyon Soto,KA8 6QV,370-9749 Massa. Avenue,275
Mrs.,Web Site,Assigned,,,Malachi Dejesus,PX81 6GC,Ap #604-7934 Sit St.,446
Mrs.,Conference,Assigned,,,Leandra Neal,ED5W 2JN,265-6969 Nibh. Street,145
Mr.,Cold Call,Recycled,,,Paul Savage,WW51 2VQ,207-2245 Est. Street,185
Ms.,Cold Call,Assigned,,,Candice Thompson,JC8I 9IX,Ap #832-9660 Fusce Rd.,526
Ms.,Direct Mail,Assigned,,,Deanna Sparks,TB34 6VJ,852-8090 Nunc Road,516
Mrs.,Employee,Assigned,,,Mariam Peterson,FE19 1TQ,"Ap #578-3317 Lorem, Avenue",87
Mrs.,Other,Converted,,,Sloane Whitney,JH7T 5ON,9939 Lobortis Rd.,256
Ms.,Word of mouth,New,,,Mohammad Kramer,I1R 2UO,8481 Amet Avenue,297
Ms.,Self Generated,Converted,,,Knox Murphy,LF0A 4SX,7086 Eu Street,119
Mrs.,Self Generated,Converted,,,Darrel Horn,TT7X 5EL,Ap #275-2615 Curabitur Avenue,514
Ms.,Partner,Converted,,,Ignatius Jimenez,W32 2UZ,"P.O. Box 378, 2298 Et, Rd.",529
Ms.,Word of mouth,Converted,,,Kieran Franks,N2J 0KR,"P.O. Box 239, 606 Id, Ave",73
Ms.,Employee,Assigned,,,Ivor Gross,K4 6GJ,"Ap #964-579 Montes, St.",234
Mr.,Campaign,Converted,,,Brendan Wilkerson,N5K 5ZR,2816 Ac Street,431
Mr.,Partner,Recycled,,,Risa Dotson,H85 2BQ,2200 Libero Street,504
Mrs.,Conference,Recycled,,,Isaac Orr,V5 2CM,411-7015 Vulputate Street,161
Ms.,Email,Assigned,,,Ila Bush,Z3 9GE,5660 Neque Road,305
Ms.,Self Generated,In Process,,,Isaac Mercer,EG60 1IA,172-1425 Sit Avenue,257
