LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Direct Mail,Converted,,,Iliana Grimes,XO8 9CK,"P.O. Box 611, 8980 Tempor Ave",139
Mr.,Email,Converted,,,MacKensie Barber,YE79 8MV,Ap #665-4738 Massa. Rd.,474
Mrs.,Conference,Converted,,,Kermit Trevino,Z1W 1UU,Ap #171-4609 Rhoncus. Avenue,354
Ms.,Email,Assigned,,,Brody Dudley,TQ6 0QB,716-1084 Nunc Avenue,327
Mr.,Self Generated,New,,,Vielka Bernard,V5N 8IQ,"P.O. Box 742, 7831 Lorem, Street",144
Mr.,Partner,Assigned,,,Zoe Brooks,RK4 4MG,"P.O. Box 669, 8548 Non Avenue",282
Mr.,Public Relations,In Process,,,Nerea Daniels,J20 6SG,8424 Nunc Ave,354
Mrs.,Cold Call,Recycled,,,Catherine Russell,J1D 2FT,Ap #610-1708 Arcu Street,388
Mrs.,Campaign,Converted,,,Jonah Montoya,W8D 0ZH,7106 Magnis Road,353
Ms.,Self Generated,New,,,Kelly Parker,U7 4CO,Ap #966-6348 Pharetra. Rd.,371
Mr.,Word of mouth,Converted,,,Damon Moore,E3 3GM,Ap #698-9220 Eu Avenue,372
Ms.,Employee,New,,,Elliott Abbott,G47 7EB,"4971 Facilisis, Road",247
Mrs.,Email,Converted,,,Tanek Woods,H28 0RD,Ap #802-6865 Ultrices Avenue,357
Mr.,Existing Customer,Assigned,,,Cade Mccray,LB1 8VB,"456-7294 Id, Rd.",80
Mr.,Campaign,New,,,Julie Wilson,Q6 7AI,569-7364 Volutpat St.,258
Mr.,Public Relations,Converted,,,Virginia Maynard,AZ4 0DJ,Ap #134-5349 Nec Rd.,529
Ms.,Trade Show,Recycled,,,Irma Durham,RN4 9SE,"P.O. Box 900, 5153 Mollis St.",289
Ms.,Self Generated,Converted,,,Laith Cain,L03 3HN,"P.O. Box 875, 950 Integer Street",295
Ms.,Trade Show,In Process,,,Shaeleigh Rhodes,Z7 9RU,8589 Ultricies Av.,390
Ms.,Public Relations,Converted,,,Breanna Puckett,PR1S 4DI,595-2070 Id Street,285
Ms.,Cold Call,Converted,,,Claire Goodman,XX64 0TP,6526 Ultrices. Avenue,508
Mrs.,Direct Mail,In Process,,,Ferdinand Lester,O1S 4XS,580-2157 Eu Rd.,295
Ms.,Public Relations,Recycled,,,Alan Clarke,WL8 3GP,3160 Cum Rd.,233
Mrs.,Direct Mail,In Process,,,Fleur Sheppard,TH1 6XV,"P.O. Box 446, 5126 Malesuada Ave",263
Ms.,Trade Show,Converted,,,Rudyard Johnson,B1Q 6ZD,"P.O. Box 590, 4311 Adipiscing Av.",236
Ms.,Web Site,Assigned,,,Joan York,K18 8BV,9286 Mauris Ave,523
Mrs.,Other,Converted,,,Chancellor Macias,VS2V 3PR,Ap #237-4154 Risus. Road,394
Mrs.,Partner,Recycled,,,Chadwick Roman,M57 5IJ,Ap #869-7002 Convallis Rd.,20
Mr.,Trade Show,Converted,,,Sheila Alvarez,X5 1LY,"P.O. Box 564, 2991 Vulputate, Rd.",87
Ms.,Public Relations,Recycled,,,Cally King,VN5 6TI,"974-3364 Iaculis, Road",408
Ms.,Word of mouth,Converted,,,Xanthus Delgado,IB7 3KB,518-4119 Integer Street,127
Ms.,Word of mouth,In Process,,,Regan Goodwin,C6Y 9YF,315 Ipsum. Ave,81
Ms.,Email,Dead,,,Hillary Tran,S3 7KM,330-4308 Et Av.,448
Mr.,Direct Mail,Recycled,,,Jamal Dejesus,CF8Q 8PY,7367 Nunc Ave,270
Ms.,Existing Customer,Assigned,,,Rae Deleon,BI86 8OT,"P.O. Box 457, 5155 Sit Rd.",153
Mr.,Partner,Converted,,,Anjolie Thornton,OK8P 3OR,6331 Tincidunt Avenue,186
Mrs.,Conference,In Process,,,Omar Ochoa,A7K 5TM,"2386 A, Avenue",199
Ms.,Direct Mail,Converted,,,Berk Lawrence,X5 0KN,"P.O. Box 781, 4805 Consequat Avenue",65
Mr.,Campaign,Converted,,,Wade Carr,CP2 8AL,3366 Dictum Rd.,60
Ms.,Self Generated,In Process,,,Honorato Moss,HM76 0MV,"3612 Ut, Ave",33
Mrs.,Word of mouth,Assigned,,,Sopoline Campbell,WK6S 4IT,Ap #219-9852 Vitae Rd.,504
Mr.,Conference,Converted,,,Solomon Valencia,IV1X 9WN,2573 Nunc Av.,117
Mrs.,Public Relations,Converted,,,Holmes Frederick,B88 5VM,Ap #298-4840 Nulla Street,67
Mr.,Cold Call,Recycled,,,Freya Chapman,EU5 4VL,6051 Sodales. St.,419
Mr.,Word of mouth,Recycled,,,Eagan Malone,WL86 7OO,"P.O. Box 883, 1650 Dis Avenue",91
Mrs.,Trade Show,Dead,,,Colton Huffman,L1M 4UM,Ap #593-4900 Nisi Street,253
Ms.,Campaign,New,,,Vernon Ewing,WU9T 7XS,Ap #326-5887 Fringilla Rd.,254
Mr.,Web Site,Converted,,,Austin Merrill,T45 3CJ,"8316 Lacus, Avenue",154
Mrs.,Direct Mail,Dead,,,Howard Cooley,IK2 2ZV,5419 Eros Rd.,430
Mrs.,Word of mouth,Converted,,,Chava Doyle,BS36 7CV,Ap #535-6502 Eget St.,254
Ms.,Trade Show,Converted,,,Todd Dodson,KY92 9YM,323-3603 Massa. Rd.,211
Mr.,Trade Show,Converted,,,Felix Carney,CD0 5JL,729-4586 Commodo Road,321
Mr.,Public Relations,New,,,Eve Vaughn,XP2E 6GG,Ap #207-8279 Vulputate Av.,461
Ms.,Public Relations,Converted,,,Bertha Gill,AE64 8VG,"P.O. Box 558, 2592 Mattis St.",221
Mrs.,Public Relations,In Process,,,Justin Collins,P1D 2UL,"P.O. Box 907, 9101 Est Rd.",243
Mr.,Web Site,Converted,,,Camille Merritt,DQ0F 0QV,"P.O. Box 528, 8272 Vivamus Street",143
Mr.,Word of mouth,Converted,,,Xander Eaton,L7I 3EE,Ap #265-5173 Pretium Road,511
Ms.,Public Relations,Recycled,,,Bryar Winters,N5K 1BZ,Ap #939-878 Ante Rd.,266
Ms.,Word of mouth,In Process,,,Liberty Hansen,BE2 5RT,"P.O. Box 472, 5638 Litora Rd.",355
Ms.,Web Site,New,,,Gwendolyn Downs,OX5L 6RR,"P.O. Box 474, 5512 Ac, St.",494
Mr.,Web Site,Converted,,,Stella Alford,GR3 7YV,5187 Cras Rd.,222
Ms.,Email,Converted,,,Ila Chase,E6C 9CL,1155 Elit Road,95
Ms.,Existing Customer,New,,,Charissa Jefferson,F0Q 2CQ,Ap #345-6368 Aenean Rd.,521
Mr.,Web Site,Dead,,,Perry Martinez,WN5 9QO,659-7974 Metus. Rd.,62
Ms.,Conference,Dead,,,Anthony Vazquez,D3P 7ZT,9038 Lacinia Av.,132
Mrs.,Other,Recycled,,,Leah Barber,YR6 2XX,"P.O. Box 490, 1023 Elit, Rd.",163
Mr.,Public Relations,Dead,,,Inga Franks,UR22 1RW,Ap #396-1043 Cubilia Street,420
Mr.,Self Generated,New,,,Amir Ramos,WB7 1RI,"P.O. Box 127, 7438 Luctus St.",315
Mr.,Public Relations,Recycled,,,Maxine Harrington,Q8C 8ZW,"P.O. Box 378, 838 Risus St.",73
Ms.,Partner,Assigned,,,Carter Joseph,M5 2QJ,"P.O. Box 574, 374 Augue, Rd.",351
Mrs.,Web Site,Dead,,,Hasad Glover,H61 3ED,"107-2337 Amet, Av.",292
Mr.,Direct Mail,Converted,,,Alden Faulkner,J61 2KD,"P.O. Box 767, 5393 Tempor Ave",270
Mr.,Campaign,Converted,,,Judith Camacho,G9G 9SO,"P.O. Box 937, 9435 Facilisis. Ave",515
Mr.,Existing Customer,Recycled,,,Xerxes Perez,U65 4WU,Ap #496-1373 Arcu. Rd.,171
Mr.,Direct Mail,Dead,,,Keane Poole,L2V 5ML,"Ap #342-1748 Tempor, St.",431
Mrs.,Self Generated,Assigned,,,Richard Wynn,BM8 0PR,Ap #562-3730 Nec St.,491
Ms.,Other,Converted,,,Kaden Ingram,L1R 2YH,Ap #817-533 Est. St.,436
Ms.,Self Generated,Dead,,,Oren Baldwin,GX2 1NH,"P.O. Box 889, 1208 Vehicula Ave",285
Mr.,Trade Show,Dead,,,Lynn Rich,UB7 5TC,695-2293 Consectetuer Street,81
Mrs.,Word of mouth,Converted,,,Abraham Noel,RZ8 5KJ,Ap #772-9523 Enim Road,86
Ms.,Direct Mail,Recycled,,,Kitra Fuentes,Q4Y 2QW,Ap #421-6951 Porta Ave,386
Ms.,Public Relations,Converted,,,Aaron Holloway,LN1 9NV,"P.O. Box 770, 6867 Vitae, Av.",97
Ms.,Campaign,Converted,,,Cathleen Ortega,J17 5FF,9392 Neque Road,154
Ms.,Conference,Converted,,,Kerry Hansen,R3Y 9VH,432-7196 Quisque Rd.,342
Mrs.,Employee,Converted,,,Lucius Taylor,GM4 3TP,"P.O. Box 571, 8403 Aliquam Rd.",33
Mr.,Public Relations,New,,,Melanie Larsen,Q0P 6QW,"P.O. Box 339, 3858 Est Av.",434
Ms.,Direct Mail,Converted,,,Tanner Schmidt,F9 7WC,Ap #655-4186 Eu St.,257
Mrs.,Email,In Process,,,Tatum Hodge,LK4N 6TB,Ap #100-2072 Felis. Avenue,523
Mrs.,Public Relations,In Process,,,Micah Holloway,RQ7R 7KH,Ap #212-5451 Ut St.,521
Mr.,Direct Mail,Dead,,,Daryl Santos,XA4 1UZ,Ap #912-7096 Ullamcorper. Av.,266
Ms.,Direct Mail,Assigned,,,Leah Mckinney,OI0 0YL,399-9073 Sed Rd.,436
Ms.,Conference,Converted,,,Amy Myers,ID4V 8GL,"P.O. Box 436, 3351 Duis Ave",511
Mrs.,Direct Mail,In Process,,,Olga Arnold,D55 3FA,223-5421 Ac Rd.,137
Ms.,Campaign,Assigned,,,Cameron Barry,TM1 3TA,Ap #187-3165 Hendrerit St.,192
Mr.,Email,Converted,,,Burton Keith,I17 3XP,"P.O. Box 338, 741 Mauris Avenue",131
Mrs.,Web Site,Converted,,,Christine Herring,WE95 6DU,958-3791 Dictum St.,263
Mrs.,Word of mouth,New,,,Simone Riley,U8N 4DA,Ap #439-4978 Morbi St.,195
Mrs.,Web Site,New,,,Brendan Ortiz,HP3G 9WS,9687 Pellentesque Road,170
Mrs.,Public Relations,Converted,,,Blaze Morgan,V1Z 2UU,184-8773 Sit St.,431
Mrs.,Partner,In Process,,,Callie Mejia,J1S 0CL,Ap #285-4318 Duis Avenue,42
Ms.,Partner,Dead,,,Kellie Mueller,G2U 7XP,"Ap #392-1091 Tellus, Ave",36
Ms.,Web Site,Recycled,,,Jaquelyn Sandoval,OB2 8BA,Ap #713-1341 Feugiat Ave,330
Ms.,Trade Show,Converted,,,Fiona Sharp,KU0 9RK,3866 Donec Avenue,489
Ms.,Trade Show,Assigned,,,Grant Valencia,F0 1FI,1696 Accumsan Rd.,208
Mrs.,Existing Customer,Converted,,,Micah Bowen,DM1 6VZ,Ap #227-7788 Malesuada St.,371
Mr.,Direct Mail,Converted,,,Hedy Guerra,MT1B 5ZZ,1615 Feugiat Av.,108
Mr.,Trade Show,Converted,,,Hillary Battle,TW5B 6JQ,"P.O. Box 525, 4568 Non St.",66
Ms.,Trade Show,Converted,,,Blossom Knight,I06 8HV,396-5095 Amet Avenue,262
Ms.,Employee,Converted,,,Malik Hebert,D3F 3TJ,908-476 Interdum St.,347
Mrs.,Other,Converted,,,Nigel Joyce,N0Q 6HM,2233 Lectus. Av.,302
Ms.,Self Generated,Assigned,,,Emerald Bray,B72 6MQ,"P.O. Box 456, 4137 Enim. St.",136
Mrs.,Trade Show,Dead,,,Samantha Lindsey,JL8D 0MN,149 Eros Ave,9
Mr.,Word of mouth,Dead,,,Neville Carter,L23 1KH,872-4653 Convallis Street,322
Mr.,Trade Show,Assigned,,,Sacha Cash,EX88 3IR,"P.O. Box 850, 4746 Nam Road",424
Mr.,Word of mouth,In Process,,,Kibo Horton,RC6X 8TI,Ap #383-9828 Aliquam Ave,147
Mr.,Public Relations,Converted,,,Brian Stein,V9O 5XE,Ap #380-9193 Nec Avenue,58
Ms.,Direct Mail,Assigned,,,Branden Gibson,LS85 4BK,Ap #744-803 Diam. Road,275
Mrs.,Email,Assigned,,,Adrian Howard,VK7J 7IT,"P.O. Box 456, 9857 Pellentesque Av.",480
Mrs.,Existing Customer,In Process,,,Dominique Watson,M0K 7MF,910-4551 Quis Road,238
Mr.,Email,New,,,September Hendrix,VF4H 0QA,"P.O. Box 538, 9559 Nam Av.",110
Ms.,Partner,Converted,,,Jin Ramirez,X7I 5CB,"P.O. Box 364, 4197 Adipiscing Rd.",60
Mrs.,Employee,New,,,Nathan Garrett,BX9Q 5MW,Ap #788-659 Mi. Avenue,166
Mr.,Cold Call,Recycled,,,Maya Barlow,Z5F 7NM,"P.O. Box 516, 4511 Tempor St.",376
Ms.,Conference,In Process,,,Elmo Parsons,VN6U 1HP,"P.O. Box 637, 8053 Augue Road",203
Mrs.,Direct Mail,Converted,,,Dolan Guthrie,OT24 9DL,8165 Tempor Rd.,513
Mrs.,Web Site,Converted,,,Rooney Blackburn,T55 1EZ,Ap #581-3960 Feugiat Ave,139
Mr.,Employee,Converted,,,Kendall Paul,KU2I 1AT,9364 Vestibulum Road,496
Ms.,Campaign,Converted,,,Jamalia Middleton,SS0 1OY,"P.O. Box 885, 866 Et Street",469
Mr.,Conference,Recycled,,,Armand Randolph,V3 7HI,"P.O. Box 342, 2895 Vestibulum St.",481
Mrs.,Cold Call,Converted,,,Lillian Maynard,M7 5CC,585-3141 Egestas Ave,364
Mr.,Conference,Converted,,,Yoko Ratliff,RL3 9OD,"170-2101 Amet, Avenue",508
Ms.,Partner,New,,,George Best,TO6U 2GD,4128 Donec Ave,10
Mrs.,Campaign,Converted,,,Nerea Vega,X4S 9JO,"P.O. Box 552, 8710 Ligula Rd.",306
Mr.,Cold Call,Converted,,,Adele Delaney,I59 1RX,Ap #256-7616 Magna Av.,402
Ms.,Existing Customer,Converted,,,Reese Oneil,IK0 0TC,"1329 Eget, Av.",455
Mrs.,Conference,In Process,,,Kiara Sweeney,M3R 0TW,Ap #406-2050 Vestibulum. St.,467
Mrs.,Conference,Assigned,,,Ciaran Farley,Z4 2PD,Ap #461-7896 Donec Road,269
Ms.,Cold Call,Converted,,,Bethany Ruiz,HD0X 3SQ,863-9592 Diam Ave,298
Mrs.,Web Site,Assigned,,,Solomon Thomas,SV4I 9SZ,650-2295 Donec St.,406
Ms.,Direct Mail,Converted,,,Magee Higgins,G5O 2MD,8431 Pellentesque Street,202
Ms.,Campaign,Converted,,,Keane Rojas,TV49 2UG,"P.O. Box 812, 6428 Condimentum St.",296
Ms.,Cold Call,Assigned,,,Dorothy Johns,H8F 3RJ,"P.O. Box 689, 3976 Donec St.",276
Mr.,Cold Call,Converted,,,Quinn Mcconnell,F9A 5GX,3298 Interdum Road,453
Mrs.,Web Site,Converted,,,Brian Newman,ZE9 1MT,4443 Ridiculus Avenue,169
Ms.,Word of mouth,Converted,,,Cleo Rocha,D9X 3BZ,"P.O. Box 445, 9080 Porttitor Ave",459
Mr.,Other,In Process,,,Elmo Yates,T5 5YI,Ap #297-3809 Placerat. St.,359
Mrs.,Cold Call,In Process,,,Linus Williams,L0 7YD,Ap #265-1801 Curabitur St.,318
Mrs.,Campaign,Dead,,,Raven Lambert,O5 3RT,Ap #573-6347 Semper Road,372
Ms.,Direct Mail,Converted,,,Adrienne Russell,OD9 4ZY,"P.O. Box 241, 4329 Pede. Av.",295
Ms.,Email,Converted,,,Tamara Odom,WJ1T 4RQ,"Ap #837-4997 Tortor, Street",171
Mr.,Email,Converted,,,Kibo Harrington,IG2 8TQ,"P.O. Box 155, 2417 Amet Street",180
Mr.,Campaign,New,,,Wing Finch,A2 2FK,248-9038 Sed Av.,78
Mrs.,Existing Customer,Converted,,,Declan Kaufman,QC18 3XC,"Ap #130-9213 At, Rd.",227
Ms.,Other,Converted,,,Walter Martin,WO2W 1NC,599-7650 Cursus Av.,150
Ms.,Self Generated,In Process,,,Rogan Orr,EW0 3XB,195-6225 Et St.,340
Ms.,Web Site,New,,,Elaine Clark,J6F 7TW,Ap #242-7207 Malesuada St.,275
Mr.,Trade Show,New,,,Farrah Singleton,Z7I 3HH,353-1017 Tristique Rd.,150
Mrs.,Web Site,In Process,,,Tate Klein,KI3 3KO,8970 Nibh. Rd.,171
Mrs.,Web Site,New,,,Clinton Wells,VK90 7CU,4520 Pede. Avenue,298
Ms.,Campaign,Converted,,,Phoebe Brady,GU85 5JX,8825 Netus Rd.,501
Mr.,Trade Show,In Process,,,Jorden Prince,V31 9AN,"P.O. Box 404, 7495 Nisi. Street",329
Ms.,Partner,In Process,,,Nathaniel Small,WY2C 4HC,Ap #907-608 Proin Av.,40
Mrs.,Web Site,Assigned,,,Vivian Klein,X1W 5WY,"Ap #274-6977 Vulputate, Rd.",292
Mrs.,Campaign,Converted,,,Kibo Morrison,M00 5FP,"P.O. Box 367, 7654 Feugiat Ave",162
Ms.,Employee,New,,,Mannix Tillman,RW3X 9YA,258-5061 Arcu St.,462
Mr.,Cold Call,Converted,,,Haley Quinn,PW7 6YW,"480-1441 Pharetra, Av.",292
Mrs.,Employee,In Process,,,Kiona Stone,SS7P 4YM,"P.O. Box 608, 309 Tincidunt Avenue",518
Mrs.,Word of mouth,Converted,,,Kellie Villarreal,UM70 7MK,594-5458 Cras St.,423
Ms.,Existing Customer,Converted,,,Reuben Pope,LN0E 9DP,250-4938 Arcu Rd.,261
Mrs.,Public Relations,Dead,,,Nadine Mathis,JP49 8EZ,225-357 Cursus Avenue,239
Ms.,Web Site,New,,,Venus Cunningham,I0 0QQ,"P.O. Box 552, 1929 Donec Av.",502
Mr.,Direct Mail,Converted,,,Alfreda Short,A0 2HM,501-5997 Ipsum St.,433
Mr.,Trade Show,Converted,,,Gannon Adams,LT0Z 1CE,881-1509 Nulla St.,92
Mrs.,Campaign,Converted,,,Harding Roach,RS3 2EE,"Ap #697-2559 Vitae, Road",165
Mrs.,Email,Recycled,,,Kieran Kim,HA3W 2BA,712-6332 Eget Ave,454
Mr.,Existing Customer,Recycled,,,Alea Cannon,R18 3UL,Ap #539-1707 Massa Road,348
Ms.,Conference,Recycled,,,Hunter Melendez,T6 1GA,1295 Lorem Rd.,60
Ms.,Campaign,Assigned,,,Harrison Tucker,QG71 4BM,"7072 Nec, Street",347
Ms.,Conference,Converted,,,Nehru Eaton,OJ4 4SM,"953-5066 Pede, Avenue",311
Mrs.,Cold Call,Converted,,,Alden Reeves,Z47 1IH,Ap #558-5158 Sem Rd.,356
Mr.,Email,Converted,,,Carl Zimmerman,V7E 0ZD,431-5564 Suspendisse St.,343
Mr.,Trade Show,New,,,Renee Hooper,E11 1UE,Ap #668-5779 Ut Rd.,438
Mrs.,Trade Show,New,,,Ursa Fisher,TY45 2DM,"P.O. Box 568, 1456 Tincidunt St.",254
Ms.,Self Generated,Assigned,,,Veronica Rowland,X3 9ZP,9759 At Street,491
Ms.,Trade Show,In Process,,,Orla Stanton,R21 3OF,912-3121 Donec Rd.,66
Mr.,Campaign,In Process,,,Nola Winters,G9W 5PO,"P.O. Box 544, 2628 Nullam Road",459
Mrs.,Self Generated,Converted,,,Iris Buck,U17 6TY,187 Ligula. Rd.,472
Mr.,Web Site,Converted,,,Ethan Levine,HL4Z 5IX,242-9763 Cursus Rd.,251
Mrs.,Self Generated,Assigned,,,Yvonne Buck,X4 3QV,"P.O. Box 715, 2800 Sollicitudin Av.",457
Mr.,Web Site,Dead,,,Rhea Hensley,X19 6WT,"P.O. Box 269, 6986 Tortor Ave",41
Ms.,Employee,Converted,,,Hillary Kennedy,ZB1M 7ID,"Ap #724-298 Eget, Street",367
Mr.,Web Site,New,,,James Kidd,X9 0CA,Ap #741-2375 Nonummy St.,126
Ms.,Conference,Converted,,,Halla Nixon,Z3 5MP,"P.O. Box 626, 7800 Massa. St.",202
Mr.,Trade Show,Converted,,,Anthony Delacruz,QJ2M 5DE,"P.O. Box 872, 4588 Ligula. Street",109
Ms.,Self Generated,In Process,,,Britanni Sampson,UX1 7VM,"305-6645 Scelerisque, Street",105
Mr.,Direct Mail,In Process,,,Colt Stevenson,F5K 4YR,"Ap #545-5151 Vel, Rd.",43
Mrs.,Employee,Converted,,,Claudia Stout,O1A 8LJ,"P.O. Box 700, 3308 Nulla. Rd.",126
Ms.,Direct Mail,Converted,,,Sloane Robles,NE60 9IH,"P.O. Box 809, 4590 Eu, Street",229
Mrs.,Trade Show,Converted,,,Colby Hardy,M04 2CT,824-9143 Interdum St.,439
Mrs.,Public Relations,Assigned,,,Eden Robles,JY4 5DC,"P.O. Box 726, 7185 Integer Rd.",330
Ms.,Conference,Recycled,,,Wesley Lewis,G69 9BJ,829-2238 Ut St.,497
Mrs.,Partner,Converted,,,Russell Little,C1X 7DP,"P.O. Box 724, 3705 Mollis Street",85
Mr.,Trade Show,Converted,,,Mollie Ashley,E90 8FK,"4156 Convallis, Ave",83
Ms.,Email,Converted,,,Armando Owens,E1C 1AI,"Ap #478-7004 Montes, Road",471
Ms.,Trade Show,Dead,,,Zahir Howe,EQ7 4GW,"P.O. Box 423, 312 Proin Rd.",16
Mrs.,Conference,New,,,Brendan Stevenson,F61 8WX,401-5886 Sed Av.,276
Ms.,Conference,Recycled,,,Ulysses Dixon,YK1 5MI,"221-7231 At, Av.",90
Ms.,Campaign,Converted,,,Logan Rojas,ZQ4V 7MS,282-2261 Vulputate Rd.,27
Mr.,Trade Show,Converted,,,Wayne Perez,QU08 7GD,"P.O. Box 154, 6931 At St.",385
Ms.,Cold Call,Converted,,,Tarik Conrad,KR39 9EX,Ap #710-736 Ligula Avenue,424
Ms.,Campaign,Converted,,,Lance Golden,ZF2N 0SM,649-9683 Blandit Ave,158
Ms.,Public Relations,Converted,,,Alma Lopez,H6T 1JM,"P.O. Box 343, 9336 Sem. St.",194
Mr.,Web Site,Recycled,,,Jackson Foley,C1 0GJ,503-485 Nulla Rd.,371
Mr.,Word of mouth,Converted,,,Miriam Howell,I20 9QK,"P.O. Box 754, 6563 Erat Road",162
Mrs.,Web Site,Dead,,,Basil Olson,IX4 5SL,Ap #590-4582 Sem Rd.,240
Ms.,Trade Show,Recycled,,,Hakeem Patterson,YZ3X 1TV,7588 Ante Ave,361
Mrs.,Direct Mail,New,,,Rose Mann,GP87 4KN,"P.O. Box 478, 6862 Magna. St.",455
Mr.,Conference,In Process,,,Lucian Estrada,CE8 8MZ,Ap #881-8852 Dis Av.,150
Ms.,Direct Mail,Recycled,,,Dominique Guzman,KG10 2NC,Ap #159-2813 Nunc Street,308
Mr.,Trade Show,Converted,,,Brynn Villarreal,W4X 2HD,"P.O. Box 836, 6304 Arcu. Street",255
Mrs.,Public Relations,New,,,Mufutau Delgado,AI5 0XA,"P.O. Box 967, 2542 Adipiscing Ave",530
Mrs.,Email,New,,,Leandra Waller,B25 1MQ,Ap #563-8667 Sem Av.,71
Mrs.,Conference,Recycled,,,Aquila Dickerson,CF93 1GS,Ap #351-679 Quis St.,62
Mrs.,Other,Assigned,,,Randall Stark,E3 2ON,Ap #786-7519 Tincidunt Av.,507
Mrs.,Conference,Assigned,,,Cameron Cooley,Z65 3ZU,226 Vel Road,522
Mr.,Conference,New,,,Sigourney Conrad,O1 6EY,"P.O. Box 733, 9790 Nascetur Street",226
Mr.,Web Site,New,,,Melodie Roberts,RT2 7LH,"P.O. Box 477, 7886 Posuere Rd.",90
Mrs.,Trade Show,Converted,,,Trevor Morris,JG6H 0HD,838-4671 Orci Rd.,21
Ms.,Conference,New,,,Michelle Cervantes,X6 3EQ,Ap #780-4016 Nulla. St.,121
Mr.,Word of mouth,Recycled,,,Jayme Lynn,L1 5MN,9833 Neque Rd.,124
Mr.,Conference,Assigned,,,Gay Day,Y31 4KB,"P.O. Box 332, 7495 Est, Ave",318
Mrs.,Campaign,Converted,,,Brenda Livingston,Y28 5KP,Ap #663-3934 Habitant St.,83
Mr.,Partner,Dead,,,Faith Berger,QG06 0GP,"P.O. Box 304, 1207 Parturient Rd.",58
Ms.,Email,Dead,,,Perry Jordan,PT8 5CD,7578 Urna St.,499
Mr.,Trade Show,Recycled,,,Keane Reese,YC7 6IV,2411 Erat. Ave,410
Mrs.,Trade Show,Dead,,,Todd Lester,F2 8NW,"P.O. Box 158, 2286 Ac Rd.",155
Mr.,Word of mouth,Converted,,,Kirestin Castillo,UB39 2OY,368-7232 Primis Avenue,213
Mrs.,Trade Show,Converted,,,Alana White,RL4 8DR,"3391 Eget, Ave",463
Mrs.,Email,In Process,,,Cairo Potter,AN2Z 1NF,3142 Ac Road,87
Mr.,Public Relations,New,,,Amanda Mckay,Q6 4FE,Ap #384-9047 Libero. Av.,85
Mr.,Web Site,Converted,,,Jin Tillman,Z74 5HO,"6148 Luctus, St.",78
Mr.,Direct Mail,Converted,,,Lewis Huff,M44 4YB,569-8124 Arcu St.,528
Ms.,Existing Customer,Converted,,,Akeem Dickerson,U9I 9BG,572-5984 Magna. Street,364
Ms.,Existing Customer,Converted,,,Salvador Yates,GT4 2EZ,3010 Iaculis Ave,167
Mr.,Conference,Recycled,,,Darryl Stevenson,ED2P 6KH,747-4512 Mi Avenue,323
Mr.,Public Relations,Assigned,,,Camilla Mcintyre,R86 8BP,"P.O. Box 559, 7392 Laoreet Road",205
Mr.,Word of mouth,In Process,,,Aileen Mathis,HD45 8GX,Ap #855-4692 Ridiculus Rd.,485
Mr.,Partner,Dead,,,Nehru Leon,HB8H 9ZA,782-1502 Ac St.,331
Ms.,Campaign,Dead,,,Kylynn Wagner,BN28 2AO,"365-1472 Vulputate, St.",311
Mr.,Direct Mail,Converted,,,Clarke Dawson,CU4 3TQ,Ap #722-3776 Fermentum St.,227
Mr.,Trade Show,Assigned,,,Galena Leach,P66 9IA,2950 Ante. Avenue,165
Mr.,Direct Mail,Converted,,,Aileen Parsons,GZ1H 1WW,826-7275 Et Rd.,466
Mrs.,Self Generated,Assigned,,,Craig Dudley,AH83 3NE,Ap #650-8378 Vulputate St.,289
Ms.,Word of mouth,In Process,,,Cassidy Sargent,AR6 2PM,Ap #104-9697 Mauris Rd.,392
Ms.,Email,New,,,Keith Sharp,RU5K 9PV,Ap #951-7459 Aliquam Av.,374
Ms.,Cold Call,Converted,,,Kimberly Galloway,B3A 8VW,"P.O. Box 531, 1222 Scelerisque, Avenue",185
Ms.,Web Site,Converted,,,Rhona Thompson,I5 0LA,"6274 Montes, Rd.",94
Mr.,Campaign,Assigned,,,Chancellor Solis,L01 7CP,"P.O. Box 386, 3005 Ultricies Ave",205
Mrs.,Cold Call,Dead,,,Carly Melendez,OL0 4EC,672-380 Vel St.,251
Mr.,Public Relations,Recycled,,,Noelle Prince,D8J 7GS,"277-9177 Eu, Avenue",47
Mrs.,Direct Mail,Converted,,,Plato Humphrey,VX2X 8EN,"P.O. Box 399, 7274 Nulla Ave",321
Mr.,Word of mouth,Converted,,,Sierra Richards,O0 9ZB,"P.O. Box 907, 2863 Amet Ave",495
Mrs.,Trade Show,Dead,,,Kelly Velasquez,J41 1RN,971-970 Aliquet Road,169
Mrs.,Trade Show,In Process,,,Wayne Koch,KI5 5JM,Ap #496-6116 Nunc St.,303
Mrs.,Web Site,New,,,Maggie Huff,DH0I 1QN,"P.O. Box 703, 270 Nec, Avenue",36
Mrs.,Word of mouth,Converted,,,Ferdinand English,F8S 4WM,3067 Laoreet Rd.,7
Mr.,Web Site,Converted,,,Nina Gillespie,HK7 4ZS,2192 Urna. St.,227
Ms.,Public Relations,New,,,Kuame Rivera,GP87 4TX,"P.O. Box 605, 8143 A, Av.",24
